"","x"
"1",8.20096261813085
"2",2.29687147124437
"3",4.16729567959035
"4",6.52241562058002
"5",2.91555310390545
"6",9.50717160412587
"7",1.38558548496124
"8",1.12063671019728
"9",1.00503250683689
"10",1.04862783035602
"11",1.2409276529051
"12",7.64486447967944
"13",5.26167109635814
"14",3.26055115906965
"15",7.51815375392446
"16",0.955782449080546
"17",2.27973713552005
"18",4.35021199791496
"19",7.93345725819198
"20",2.04699079727282
"21",2.09866354676579
"22",1.78562817103509
