"","x"
"1",0.107747422982835
"2",0.0257661266018333
"3",-0.132914937777368
"4",0.0129004725273083
"5",0.0496483276629981
"6",-0.021394526758915
"7",-0.0212756882586643
"8",0.0384737311373279
"9",0.0375355798198206
"10",0.0430515854600169
"11",0.0326744186391137
"12",0.0148709274761522
"13",0.0454832875151963
"14",0.0366238291489089
