"","x"
"1",0.0498122094980603
"2",0.0277239455565001
"3",-0.0628622356952677
"4",0.0198536697916961
"5",0.0257589576540034
"6",0.00764799088146647
"7",0.000954247009283216
"8",0.0355138842832877
"9",0.0404811111167888
"10",0.0397428871776558
"11",0.0309127424714377
"12",0.0134503885039858
"13",0.0484078080243141
"14",0.0352023822615827
