"","x"
"1",-0.0724355942460522
"2",-0.183700751965775
"3",0.105659120854
"4",-0.00405069630498188
"5",0.0443373698411976
"6",0.139678241561244
"7",0.0513613119883774
"8",0.0154979694693129
