"","x"
"1",-0.0842027633307553
"2",-0.011959288906729
"3",0.099588408863139
"4",0.00261841416527882
"5",-0.0227818004920038
"6",0.0603185091031829
"7",0.0468949387537004
"8",0.0322026420305712
"9",0.0372344828854893
"10",0.0359935931785327
"11",0.0334186936209881
"12",0.0186214813642214
"13",0.0428655017467554
"14",0.0368631848631148
