"","x"
"1",0.257459243887511
"2",0.0522773750147211
"3",-0.308819005505612
"4",0.0690131357594094
"5",0.0972970441386297
"6",-0.0710194066240928
"7",-0.114520636177169
"8",0.0476792975240437
"9",0.0356256723157594
"10",0.0535570856256988
"11",0.0322854177633067
"12",0.0193599155085356
"13",0.0404890303929135
"14",0.0374560243752323
