"","x"
"1",-0.132385247379403
"2",-0.00484039750914798
"3",0.159961694557757
"4",0.0255175939081979
"5",-0.0480695151732182
"6",0.0502933651498395
"7",0.039127419146707
"8",0.0325740253806273
"9",0.0367285712693097
"10",0.0364769612099558
"11",0.0375443048696474
"12",0.0187734865119085
"13",0.0396220478766305
"14",0.0387578707067311
