"","x"
"1",-0.0792918844917945
"2",-0.041951711257814
"3",0.0914349485553805
"4",0.00239316171514955
"5",-0.00240524810974724
"6",0.074965043896779
"7",0.0622902025010321
"8",0.0386974791499946
"9",0.0405333070731891
"10",0.0424333371066943
"11",0.0304220412563353
"12",0.0147366303680537
"13",0.0500110351041724
"14",0.0341845125408178
