"","x"
"1",5.67611595788138
"2",5.09953163379549
"3",6.44507894353725
"4",3.19247632868369
"5",7.77073433940766
"6",4.42404646964703
"7",5.36504288964846
"8",7.26540442206793
"9",4.93176245062579
"10",4.57641762574752
"11",5.17282707757262
"12",2.75623485639058
"13",6.23180962712712
"14",5.19188115827502
"15",4.00871734377989
"16",2.33767952321904
"17",6.27521940874569
"18",1.39941343416122
"19",2.66349648953731
"20",4.76495074207936
"21",6.83012560873057
"22",4.64447114140044
